"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10317_2","NCTC11359_2","NCTC11698_2","NCTC13635_2","NCTC418_2","NCTC9157_2","NCTC9171_2","NCTC9667_2","NCTC9793_2","NFYY0065_2"
"WP_108452542.1","","HAD-IA family hydrolase","1","1","1","1","3887","","","","671","671","671","","82cb54a66be23676d92c45561410fc22_1670","","","","","","","",""
"WP_108452543.1","","trypsin-like peptidase domain-containing protein","1","1","1","1","3888","","","","764","764","764","","82cb54a66be23676d92c45561410fc22_1672","","","","","","","",""
"WP_040190295.1","","NAD(P)H-dependent oxidoreductase","1","1","1","1","4340","","","","572","572","572","","82cb54a66be23676d92c45561410fc22_1678","","","","","","","",""
"WP_040190291.1","","hypothetical protein","1","1","1","1","3823","","","","266","266","266","","82cb54a66be23676d92c45561410fc22_1684","","","","","","","",""
"WP_108452548.1","","hypothetical protein","1","1","1","1","3868","","","","293","293","293","","82cb54a66be23676d92c45561410fc22_1688","","","","","","","",""
"WP_023282925.1","","molecular chaperone","1","1","1","1","91","","","","689","689","689","","82cb54a66be23676d92c45561410fc22_2315","","","","","","","",""
"WP_117243171.1","","hypothetical protein","1","1","1","1","2292","","","","833","833","833","","82cb54a66be23676d92c45561410fc22_2355","","","","","","","",""
"group_4439","","tyrosine-type recombinase/integrase","1","1","1","1","2296","","","","245","245","245","","82cb54a66be23676d92c45561410fc22_2361","","","","","","","",""
"WP_126438450.1","","hypothetical protein","1","1","1","1","2295","","","","3782","3782","3782","","82cb54a66be23676d92c45561410fc22_2363","","","","","","","",""
"group_4441","","ATP-binding protein","1","1","1","1","2294","","","","905","905","905","","82cb54a66be23676d92c45561410fc22_2365","","","","","","","",""
"group_4442","","integrase arm-type DNA-binding domain-containing protein","1","1","1","1","2293","","","","779","779","779","","82cb54a66be23676d92c45561410fc22_2367","","","","","","","",""
"WP_115200454.1","","hypothetical protein","1","1","1","1","8058","","","","2153","2153","2153","","","","cf72a3ad6e3d2448b8ff3941fa28861f_1512","","","","","",""
"WP_062955087.1","","HAD-IA family hydrolase","1","1","1","1","7630","","","","662","662","662","","82cb54a66be23676d92c45561410fc22_3200","","","","","","","",""
"group_4469","galF","UTP--glucose-1-phosphate uridylyltransferase GalF","1","1","1","1","7560","","","","896","896","896","","82cb54a66be23676d92c45561410fc22_3252","","","","","","","",""
"WP_126438491.1","","phosphatase PAP2 family protein","1","1","1","1","7559","","","","650","650","650","","82cb54a66be23676d92c45561410fc22_3254","","","","","","","",""
"WP_126438492.1","","capsule assembly Wzi family protein","1","1","1","1","7558","","","","1433","1433","1433","","82cb54a66be23676d92c45561410fc22_3256","","","","","","","",""
"WP_126438493.1","","polysaccharide export protein","1","1","1","1","7557","","","","1136","1136","1136","","82cb54a66be23676d92c45561410fc22_3258","","","","","","","",""
"WP_145963522.1","","protein tyrosine phosphatase","1","1","1","1","7527","","","","446","446","446","","82cb54a66be23676d92c45561410fc22_3260","","","","","","","",""
"WP_126438495.1","","polysaccharide biosynthesis tyrosine autokinase","1","1","1","1","7528","","","","2156","2156","2156","","82cb54a66be23676d92c45561410fc22_3262","","","","","","","",""
"group_4475","wcaJ","undecaprenyl-phosphate glucose phosphotransferase","1","1","1","1","7529","","","","1397","1397","1397","","82cb54a66be23676d92c45561410fc22_3264","","","","","","","",""
"WP_126438497.1","","glycosyltransferase","1","1","1","1","7530","","","","797","797","797","","82cb54a66be23676d92c45561410fc22_3266","","","","","","","",""
"WP_126438498.1","","EpsG family protein","1","1","1","1","7531","","","","1040","1040","1040","","82cb54a66be23676d92c45561410fc22_3268","","","","","","","",""
"WP_126438499.1","","glycosyltransferase family 2 protein","1","1","1","1","7532","","","","905","905","905","","82cb54a66be23676d92c45561410fc22_3270","","","","","","","",""
"WP_126438500.1","","serine acetyltransferase","1","1","1","1","7533","","","","497","497","497","","82cb54a66be23676d92c45561410fc22_3272","","","","","","","",""
"WP_042936677.1","","DUF4035 domain-containing protein","1","1","1","1","8054","","","","305","305","305","","","","cf72a3ad6e3d2448b8ff3941fa28861f_1526","","","","","",""
"WP_126438501.1","","glycosyltransferase","1","1","1","1","7534","","","","1097","1097","1097","","82cb54a66be23676d92c45561410fc22_3274","","","","","","","",""
"WP_126438502.1","","hypothetical protein","1","1","1","1","7535","","","","1931","1931","1931","","82cb54a66be23676d92c45561410fc22_3276","","","","","","","",""
"WP_126438503.1","","oligosaccharide flippase family protein","1","1","1","1","7536","","","","1214","1214","1214","","82cb54a66be23676d92c45561410fc22_3278","","","","","","","",""
"WP_165476461.1","","hypothetical protein","1","1","1","1","7537","","","","881","881","881","","82cb54a66be23676d92c45561410fc22_3280","","","","","","","",""
"group_4484","gndA","NADP-dependent phosphogluconate dehydrogenase","1","1","1","1","7538","","","","1406","1406","1406","","82cb54a66be23676d92c45561410fc22_3282","","","","","","","",""
"WP_145963523.1","","small membrane protein","1","1","1","1","7391","","","","122","122","122","","82cb54a66be23676d92c45561410fc22_3296","","","","","","","",""
"WP_126438508.1","","NAD-dependent epimerase","1","1","1","1","7392","","","","1004","1004","1004","","82cb54a66be23676d92c45561410fc22_3298","","","","","","","",""
"group_4489","rfbB","dTDP-glucose 4,6-dehydratase","1","1","1","1","7384","","","","1064","1064","1064","","82cb54a66be23676d92c45561410fc22_3311","","","","","","","",""
"group_4490","rfbA","glucose-1-phosphate thymidylyltransferase RfbA","1","1","1","1","7383","","","","902","902","902","","82cb54a66be23676d92c45561410fc22_3313","","","","","","","",""
"rfbD","","dTDP-4-dehydrorhamnose reductase","1","1","1","1","7382","","","","890","890","890","","82cb54a66be23676d92c45561410fc22_3315","","","","","","","",""
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","1","1","1","1","7381","","","","554","554","554","","82cb54a66be23676d92c45561410fc22_3317","","","","","","","",""
"WP_126438516.1","","glycosyltransferase family 2 protein","1","1","1","1","7380","","","","830","830","830","","82cb54a66be23676d92c45561410fc22_3319","","","","","","","",""
"WP_126438517.1","","ABC transporter permease","1","1","1","1","7379","","","","833","833","833","","82cb54a66be23676d92c45561410fc22_3321","","","","","","","",""
"WP_126438518.1","","ABC transporter ATP-binding protein","1","1","1","1","7378","","","","1328","1328","1328","","82cb54a66be23676d92c45561410fc22_3323","","","","","","","",""
"WP_126438519.1","","hypothetical protein","1","1","1","1","7377","","","","3266","3266","3266","","82cb54a66be23676d92c45561410fc22_3325","","","","","","","",""
"WP_126438520.1","","bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE","1","1","1","1","7708","","","","599","599","599","","82cb54a66be23676d92c45561410fc22_3327","","","","","","","",""
"WP_129557001.1","","hypothetical protein","1","1","1","1","5759","","","","224","224","224","","","","","","","","","1304c761f7edd07127d4c6b6f249f721_94",""
"WP_023288235.1","","helix-turn-helix transcriptional regulator","1","1","1","1","4621","","","","806","806","806","","","","","","","","d00c3ca4aa2df69f978eefbbe3fb03e7_10889","",""
"WP_115200443.1","","hypothetical protein","1","1","1","1","5674","","","","299","299","299","","","","cf72a3ad6e3d2448b8ff3941fa28861f_1590","","","","","",""
"WP_032427478.1","","hypothetical protein","1","1","1","1","7877","","","","305","305","305","","82cb54a66be23676d92c45561410fc22_3851","","","","","","","",""
"group_4535","WP_004217423.1","hypothetical protein","1","1","1","1","7862","","","","116","116","116","","82cb54a66be23676d92c45561410fc22_3863","","","","","","","",""
"WP_015874922.1","","SUMF1/EgtB/PvdO family nonheme iron enzyme","1","1","1","1","7863","","","","893","893","893","","82cb54a66be23676d92c45561410fc22_3861","","","","","","","",""
"WP_126438549.1","","SUMF1/EgtB/PvdO family nonheme iron enzyme","1","1","1","1","7873","","","","893","893","893","","82cb54a66be23676d92c45561410fc22_3869","","","","","","","",""
"WP_071557781.1","","DUF4222 domain-containing protein","1","1","1","1","5651","","","","212","212","212","","","","","d90f2a772ef9bba7f6f75c33978b075a_35","","","","",""
"WP_020688229.1","","IclR family transcriptional regulator","1","1","1","1","4373","","","","785","785","785","","82cb54a66be23676d92c45561410fc22_4280","","","","","","","",""
"WP_023278916.1","","MFS transporter","1","1","1","1","4372","","","","1583","1583","1583","","82cb54a66be23676d92c45561410fc22_4282","","","","","","","",""
"WP_020688231.1","","HlyD family secretion protein","1","1","1","1","4371","","","","1028","1028","1028","","82cb54a66be23676d92c45561410fc22_4284","","","","","","","",""
"WP_005131818.1","","PLP-dependent aminotransferase family protein","1","1","1","1","4365","","","","1379","1379","1379","","82cb54a66be23676d92c45561410fc22_4286","","","","","","","",""
"WP_020688232.1","","GNAT family N-acetyltransferase","1","1","1","1","4366","","","","425","425","425","","82cb54a66be23676d92c45561410fc22_4288","","","","","","","",""
"WP_126438712.1","","NAD(P)H-dependent oxidoreductase","1","1","1","1","4367","","","","605","605","605","","82cb54a66be23676d92c45561410fc22_4290","","","","","","","",""
"WP_005131815.1","","carboxymuconolactone decarboxylase family protein","1","1","1","1","4368","","","","479","479","479","","82cb54a66be23676d92c45561410fc22_4292","","","","","","","",""
"WP_005131814.1","","carboxymuconolactone decarboxylase family protein","1","1","1","1","4369","","","","449","449","449","","82cb54a66be23676d92c45561410fc22_4294","","","","","","","",""
"WP_029497080.1","","LysR family transcriptional regulator","1","1","1","1","3469","","","","890","890","890","","82cb54a66be23676d92c45561410fc22_4378","","","","","","","",""
"WP_004189630.1","","zinc-dependent alcohol dehydrogenase family protein","1","1","1","1","3468","","","","992","992","992","","82cb54a66be23676d92c45561410fc22_4380","","","","","","","",""
"WP_023339159.1","","S24 family peptidase","1","1","1","1","5655","","","","260","260","260","","","","","d90f2a772ef9bba7f6f75c33978b075a_27","","","","",""
"WP_126438582.1","","SIR2 family protein","1","1","1","1","3584","","","","959","959","959","","82cb54a66be23676d92c45561410fc22_4651","","","","","","","",""
"WP_023286505.1","","MFS transporter","1","1","1","1","3595","","","","1310","1310","1310","","82cb54a66be23676d92c45561410fc22_4671","","","","","","","",""
"WP_019705289.1","","helix-turn-helix domain-containing protein","1","1","1","1","667","","","","644","644","644","","","","","d90f2a772ef9bba7f6f75c33978b075a_3471","","","","",""
"WP_020804707.1","","L-talarate/galactarate dehydratase","1","1","1","1","3594","","","","1196","1196","1196","","82cb54a66be23676d92c45561410fc22_4673","","","","","","","",""
"WP_009307762.1","","LacI family DNA-binding transcriptional regulator","1","1","1","1","3593","","","","1004","1004","1004","","82cb54a66be23676d92c45561410fc22_4675","","","","","","","",""
"WP_126297500.1","","helix-turn-helix transcriptional regulator","1","1","1","1","5654","","","","206","206","206","","","","","d90f2a772ef9bba7f6f75c33978b075a_29","","","","",""
"group_4590","hpxX","oxalurate catabolism protein HpxX","1","1","1","1","3708","","","","179","179","179","","82cb54a66be23676d92c45561410fc22_4932","","","","","","","",""
"group_4628","","hypothetical protein","1","1","1","1","5411","","","","653","653","653","","82cb54a66be23676d92c45561410fc22_5656","","","","","","","",""
"WP_049001377.1","","SOS response-associated peptidase","1","1","1","1","5769","","","","671","671","671","","82cb54a66be23676d92c45561410fc22_5724","","","","","","","",""
"WP_049001379.1","","SEC-C domain-containing protein","1","1","1","1","5768","","","","1109","1109","1109","","82cb54a66be23676d92c45561410fc22_5726","","","","","","","",""
"WP_071081054.1","","hypothetical protein","1","1","1","1","5585","","","","269","269","269","","82cb54a66be23676d92c45561410fc22_5734","","","","","","","",""
"group_4638","","hypothetical protein","1","1","1","1","5586","","","","489","489","489","","82cb54a66be23676d92c45561410fc22_5736","","","","","","","",""
"WP_126438621.1","","phage tail length tape measure family protein","1","1","1","1","5746","","","","2900","2900","2900","","82cb54a66be23676d92c45561410fc22_5746","","","","","","","",""
"WP_049014589.1","","hypothetical protein","1","1","1","1","5614","","","","482","482","482","","82cb54a66be23676d92c45561410fc22_5754","","","","","","","",""
"WP_172593920.1","","Ig-like domain-containing protein","1","1","1","1","5615","","","","272","272","272","","82cb54a66be23676d92c45561410fc22_5770","","","","","","","",""
"WP_004227000.1","","hypothetical protein","1","1","1","1","5616","","","","176","176","176","","82cb54a66be23676d92c45561410fc22_5776","","","","","","","",""
"WP_126438624.1","","terminase","1","1","1","1","5730","","","","1307","1307","1307","","82cb54a66be23676d92c45561410fc22_5782","","","","","","","",""
"WP_151379509.1","","glycosyltransferase family 4 protein","1","1","1","1","7682","","","","839","839","839","","","","","","","437f59dc9dcfa09ce2d50a324ebaf4a8_3328","","",""
"WP_126438628.1","","hypothetical protein","1","1","1","1","6005","","","","209","209","209","","82cb54a66be23676d92c45561410fc22_5806","","","","","","","",""
"WP_004184518.1","","hypothetical protein","1","1","1","1","6061","","","","254","254","254","","82cb54a66be23676d92c45561410fc22_5808","","","","","","","",""
"WP_048279473.1","","hypothetical protein","1","1","1","1","6062","","","","203","203","203","","82cb54a66be23676d92c45561410fc22_5810","","","","","","","",""
"WP_071784508.1","","helix-turn-helix domain-containing protein","1","1","1","1","5966","","","","263","263","263","","82cb54a66be23676d92c45561410fc22_5822","","","","","","","",""
"WP_071836339.1","","hypothetical protein","1","1","1","1","5980","","","","356","356","356","","82cb54a66be23676d92c45561410fc22_5824","","","","","","","",""
"WP_153591391.1","","hypothetical protein","1","1","1","1","5981","","","","230","230","230","","82cb54a66be23676d92c45561410fc22_5826","","","","","","","",""
"WP_151379510.1","","glycosyltransferase family 4 protein","1","1","1","1","7684","","","","437","437","437","","","","","","","437f59dc9dcfa09ce2d50a324ebaf4a8_3332","","",""
