"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10332_2","NCTC10728_2","NCTC11445_2","NCTC12903_2","NCTC13359_2","NCTC13618_2","NCTC13620_2","NCTC13715_2","PAO1_2","Pa58_2"
"WP_123789294.1","","hypothetical protein","1","1","1","1","3988","","","","380","380","380","","","","e1e193540533662714034fbaf73f5d6e_5620","","","","","",""
"WP_016852868.1","","TonB-dependent siderophore receptor","1","1","1","1","4021","","","","2426","2426","2426","","","","e1e193540533662714034fbaf73f5d6e_5734","","","","","",""
"WP_023103787.1","","Tn3 family transposase","1","1","1","1","4446","","","","2966","2966","2966","","","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12879","","","","","","",""
"WP_162329733.1","","hypothetical protein","1","1","1","1","3589","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","326","326","326","","","","e1e193540533662714034fbaf73f5d6e_5906","","","","","",""
"WP_016852910.1","","ribbon-helix-helix protein, CopG family","1","1","1","1","7299","","","","362","362","362","","","","e1e193540533662714034fbaf73f5d6e_6100","","","","","",""
"group_3842","WP_016852910.1","ribbon-helix-helix protein, CopG family","1","1","1","1","7296","","","","362","362","362","","","","e1e193540533662714034fbaf73f5d6e_6106","","","","","",""
"WP_011666650.1","","hypothetical protein","1","1","1","1","7298","","","","344","344","344","","","","e1e193540533662714034fbaf73f5d6e_6102","","","","","",""
"group_3844","WP_011666650.1","hypothetical protein","1","1","1","1","7295","","","","344","344","344","","","","e1e193540533662714034fbaf73f5d6e_6108","","","","","",""
"WP_073651068.1","","hypothetical protein","1","1","1","1","7297","","","","236","236","236","","","","e1e193540533662714034fbaf73f5d6e_6104","","","","","",""
"group_3846","WP_016852928.1","helix-turn-helix transcriptional regulator","1","1","1","1","7135","","","","374","374","374","","","","e1e193540533662714034fbaf73f5d6e_6156","","","","","",""
"WP_016852928.1","","helix-turn-helix transcriptional regulator","1","1","1","1","7194","","","","374","374","374","","","","e1e193540533662714034fbaf73f5d6e_6176","","","","","",""
"WP_019416416.1","","hypothetical protein","1","1","1","1","7136","","","","1040","1040","1040","","","","e1e193540533662714034fbaf73f5d6e_6158","","","","","",""
"group_3849","WP_019416416.1","hypothetical protein","1","1","1","1","7195","","","","1040","1040","1040","","","","e1e193540533662714034fbaf73f5d6e_6178","","","","","",""
"WP_003090772.1","","Tn3 family transposase","1","1","1","1","504","","","","2966","2966","2966","","","","","","","","","","71007f8b45df3e0a6853be2ecfd5b6f2_5186"
"group_3850","","attachment protein","1","1","1","1","7140","","","","518","518","518","","","","e1e193540533662714034fbaf73f5d6e_6168","","","","","",""
"group_3851","","attachment protein","1","1","1","1","7200","","","","518","518","518","","","","e1e193540533662714034fbaf73f5d6e_6188","","","","","",""
"group_3852","WP_019727177.1","DUF2523 domain-containing protein","1","1","1","1","7139","","","","311","311","311","","","","e1e193540533662714034fbaf73f5d6e_6170","","","","","",""
"group_3853","WP_019727177.1","DUF2523 domain-containing protein","1","1","1","1","7201","","","","311","311","311","","","","e1e193540533662714034fbaf73f5d6e_6190","","","","","",""
"group_3855","WP_019727177.1","DUF2523 domain-containing protein","1","1","1","1","7629","","","","311","311","311","","","","e1e193540533662714034fbaf73f5d6e_6230","","","","","",""
"WP_010792462.1","","DUF2523 domain-containing protein","1","1","1","1","7234","","","","311","311","311","","","","","","","","9a62a93745f59da1e1aa95775073ed22_9489","",""
"WP_003111038.1","","hypothetical protein","1","1","1","1","7203","","","","260","260","260","","","","e1e193540533662714034fbaf73f5d6e_6194","","","","","",""
"group_3858","WP_003111038.1","hypothetical protein","1","1","1","1","7212","","","","260","260","260","","","","e1e193540533662714034fbaf73f5d6e_6214","","","","","",""
"group_3859","WP_016852950.1","hypothetical protein","1","1","1","1","7204","","","","194","194","194","","","","e1e193540533662714034fbaf73f5d6e_6196","","","","","",""
"WP_016852950.1","","hypothetical protein","1","1","1","1","7211","","","","194","194","194","","","","e1e193540533662714034fbaf73f5d6e_6216","","","","","",""
"group_3861","WP_016852948.1","hypothetical protein","1","1","1","1","7226","","","","188","188","188","","","","e1e193540533662714034fbaf73f5d6e_6200","","","","","",""
"WP_016852948.1","","hypothetical protein","1","1","1","1","7209","","","","188","188","188","","","","e1e193540533662714034fbaf73f5d6e_6220","","","","","",""
"WP_016852945.1","","hypothetical protein","1","1","1","1","7207","","","","344","344","344","","","","e1e193540533662714034fbaf73f5d6e_6224","","","","","",""
"group_3865","WP_010792459.1","hypothetical protein","1","1","1","1","7230","","","","344","344","344","","","","","","","","9a62a93745f59da1e1aa95775073ed22_9481","",""
"group_3866","","attachment protein","1","1","1","1","7217","","","","509","509","509","","","","e1e193540533662714034fbaf73f5d6e_6208","","","","","",""
"group_3867","","attachment protein","1","1","1","1","7205","","","","509","509","509","","","","e1e193540533662714034fbaf73f5d6e_6228","","","","","",""
"WP_023082787.1","","bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase","1","1","1","1","7631","","","","1589","1589","1589","","","","e1e193540533662714034fbaf73f5d6e_6234","","","","","",""
"WP_023082788.1","","TetR/AcrR family transcriptional regulator","1","1","1","1","7632","","","","641","641","641","","","","e1e193540533662714034fbaf73f5d6e_6236","","","","","",""
"WP_023103800.1","","integrating conjugative element protein","1","1","1","1","4274","","","","500","500","500","","","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12831","","","","","","",""
"WP_016851639.1","","NADH:flavin oxidoreductase/NADH oxidase family protein","1","1","1","1","7633","","","","1229","1229","1229","","","","e1e193540533662714034fbaf73f5d6e_6238","","","","","",""
"WP_016851640.1","","TetR/AcrR family transcriptional regulator","1","1","1","1","7634","","","","614","614","614","","","","e1e193540533662714034fbaf73f5d6e_6240","","","","","",""
"WP_016851641.1","","VOC family protein","1","1","1","1","7635","","","","1067","1067","1067","","","","e1e193540533662714034fbaf73f5d6e_6242","","","","","",""
"WP_023082790.1","","fumarylacetoacetate hydrolase family protein","1","1","1","1","7636","","","","956","956","956","","","","e1e193540533662714034fbaf73f5d6e_6244","","","","","",""
"WP_016851643.1","","acyl-CoA synthetase","1","1","1","1","7637","","","","1946","1946","1946","","","","e1e193540533662714034fbaf73f5d6e_6246","","","","","",""
"group_3875","","DUF1302 domain-containing protein","1","1","1","1","7638","","","","1167","1167","1167","","","","e1e193540533662714034fbaf73f5d6e_6248","","","","","",""
"WP_170869670.1","","hypothetical protein","1","1","1","1","3763","","","","1253","1253","1253","","","","e1e193540533662714034fbaf73f5d6e_6855","","","","","",""
"WP_016851718.1","","hypothetical protein","1","1","1","1","3762","","","","179","179","179","","","","e1e193540533662714034fbaf73f5d6e_6857","","","","","",""
"group_3878","","DUF2840 domain-containing protein","1","1","1","1","3761","","","","206","206","206","","","","e1e193540533662714034fbaf73f5d6e_6859","","","","","",""
"WP_003119168.1","","hypothetical protein","1","1","1","1","3760","","","","1370","1370","1370","","","","e1e193540533662714034fbaf73f5d6e_6861","","","","","",""
"WP_071535722.1","","DUF736 family protein","1","1","1","1","3730","","","","164","164","164","","","","e1e193540533662714034fbaf73f5d6e_6863","","","","","",""
"WP_023103799.1","","TIGR03759 family integrating conjugative element protein","1","1","1","1","4276","","","","755","755","755","","","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12835","","","","","","",""
"WP_023083643.1","","hypothetical protein","1","1","1","1","5349","","","","161","161","161","","","","e1e193540533662714034fbaf73f5d6e_7674","","","","","",""
"WP_016851799.1","","DUF262 domain-containing protein","1","1","1","1","9063","","","","1667","1667","1667","","","","e1e193540533662714034fbaf73f5d6e_7827","","","","","",""
"WP_124073820.1","","hypothetical protein","1","1","1","1","9064","","","","449","449","449","","","","e1e193540533662714034fbaf73f5d6e_7829","","","","","",""
"WP_023082577.1","","SIR2 family protein","1","1","1","1","9065","","","","851","851","851","","","","e1e193540533662714034fbaf73f5d6e_7831","","","","","",""
"WP_023082578.1","","AAA family ATPase","1","1","1","1","9066","","","","1025","1025","1025","","","","e1e193540533662714034fbaf73f5d6e_7833","","","","","",""
"WP_124073822.1","","hypothetical protein","1","1","1","1","9067","","","","938","938","938","","","","e1e193540533662714034fbaf73f5d6e_7835","","","","","",""
"WP_003158170.1","","DUF3275 family protein","1","1","1","1","4258","","","","632","632","632","","","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12895","","","","","","",""
"WP_071536978.1","","hypothetical protein","1","1","1","1","9068","","","","275","275","275","","","","e1e193540533662714034fbaf73f5d6e_7837","","","","","",""
"group_3911","","DUF4102 domain-containing protein","1","1","1","1","9069","","","","350","350","350","","","","e1e193540533662714034fbaf73f5d6e_7839","","","","","",""
"WP_016851804.1","","hypothetical protein","1","1","1","1","9078","","","","1289","1289","1289","","","","e1e193540533662714034fbaf73f5d6e_7847","","","","","",""
"WP_123789315.1","","hypothetical protein","1","1","1","1","6888","","","","245","245","245","","","","e1e193540533662714034fbaf73f5d6e_8380","","","","","",""
"WP_170869666.1","","hypothetical protein","1","1","1","1","6828","","","","155","155","155","","","","e1e193540533662714034fbaf73f5d6e_8555","","","","","",""
"WP_016851928.1","","hypothetical protein","1","1","1","1","7875","","","","1604","1604","1604","","","","e1e193540533662714034fbaf73f5d6e_9242","","","","","",""
"WP_016851929.1","","TIGR04255 family protein","1","1","1","1","7874","","","","791","791","791","","","","e1e193540533662714034fbaf73f5d6e_9244","","","","","",""
"WP_023082736.1","","hypothetical protein","1","1","1","1","7873","","","","635","635","635","","","","e1e193540533662714034fbaf73f5d6e_9246","","","","","",""
"WP_023082737.1","","hypothetical protein","1","1","1","1","6924","","","","842","842","842","","","","e1e193540533662714034fbaf73f5d6e_9248","","","","","",""
"WP_016851933.1","","recombinase family protein","1","1","1","1","6925","","","","644","644","644","","","","e1e193540533662714034fbaf73f5d6e_9250","","","","","",""
"WP_023082738.1","","hypothetical protein","1","1","1","1","6926","","","","419","419","419","","","","e1e193540533662714034fbaf73f5d6e_9252","","","","","",""
"WP_016851935.1","","helix-turn-helix domain-containing protein","1","1","1","1","6927","","","","596","596","596","","","","e1e193540533662714034fbaf73f5d6e_9254","","","","","",""
"WP_023082739.1","","hypothetical protein","1","1","1","1","6928","","","","956","956","956","","","","e1e193540533662714034fbaf73f5d6e_9256","","","","","",""
"WP_016851936.1","","hypothetical protein","1","1","1","1","6929","","","","497","497","497","","","","e1e193540533662714034fbaf73f5d6e_9258","","","","","",""
"WP_016851937.1","","helix-turn-helix transcriptional regulator","1","1","1","1","6930","","","","239","239","239","","","","e1e193540533662714034fbaf73f5d6e_9260","","","","","",""
"WP_016851938.1","","hypothetical protein","1","1","1","1","6931","","","","476","476","476","","","","e1e193540533662714034fbaf73f5d6e_9262","","","","","",""
"WP_003158113.1","","hypothetical protein","1","1","1","1","6932","","","","545","545","545","","","","e1e193540533662714034fbaf73f5d6e_9264","","","","","",""
"WP_123789325.1","","hypothetical protein","1","1","1","1","6918","","","","188","188","188","","","","e1e193540533662714034fbaf73f5d6e_9271","","","","","",""
"WP_016851939.1","","hypothetical protein","1","1","1","1","6917","","","","485","485","485","","","","e1e193540533662714034fbaf73f5d6e_9273","","","","","",""
"WP_172616874.1","","ABC transporter substrate-binding protein","1","1","1","1","4256","","","","530","530","530","","","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12899","","","","","","",""
"WP_003158570.1","","DUF2384 domain-containing protein","1","1","1","1","6916","","","","620","620","620","","","","e1e193540533662714034fbaf73f5d6e_9275","","","","","",""
"WP_003158572.1","","hypothetical protein","1","1","1","1","6915","","","","1061","1061","1061","","","","e1e193540533662714034fbaf73f5d6e_9277","","","","","",""
"WP_003158573.1","","hypothetical protein","1","1","1","1","6914","","","","1556","1556","1556","","","","e1e193540533662714034fbaf73f5d6e_9279","","","","","",""
"WP_003158574.1","","AAA family ATPase","1","1","1","1","6913","","","","2456","2456","2456","","","","e1e193540533662714034fbaf73f5d6e_9281","","","","","",""
"WP_003158575.1","","hypothetical protein","1","1","1","1","6912","","","","1490","1490","1490","","","","e1e193540533662714034fbaf73f5d6e_9283","","","","","",""
"WP_023082743.1","","AAA family ATPase","1","1","1","1","6911","","","","3392","3392","3392","","","","e1e193540533662714034fbaf73f5d6e_9285","","","","","",""
"WP_016851941.1","","protein kinase","1","1","1","1","6910","","","","1403","1403","1403","","","","e1e193540533662714034fbaf73f5d6e_9287","","","","","",""
"WP_023082744.1","","protein phosphatase 2C domain-containing protein","1","1","1","1","6909","","","","692","692","692","","","","e1e193540533662714034fbaf73f5d6e_9289","","","","","",""
"WP_016851943.1","","VWA domain-containing protein","1","1","1","1","6908","","","","671","671","671","","","","e1e193540533662714034fbaf73f5d6e_9291","","","","","",""
"WP_016851944.1","","hypothetical protein","1","1","1","1","6907","","","","1346","1346","1346","","","","e1e193540533662714034fbaf73f5d6e_9293","","","","","",""
"WP_016851945.1","","hypothetical protein","1","1","1","1","6906","","","","896","896","896","","","","e1e193540533662714034fbaf73f5d6e_9295","","","","","",""
"WP_023082745.1","","AAA family ATPase","1","1","1","1","6905","","","","1727","1727","1727","","","","e1e193540533662714034fbaf73f5d6e_9297","","","","","",""
"WP_016851947.1","","restriction endonuclease subunit S","1","1","1","1","7831","","","","1037","1037","1037","","","","e1e193540533662714034fbaf73f5d6e_9299","","","","","",""
"group_3943","rmuC","DNA recombination protein RmuC","1","1","1","1","8087","","","","1655","1655","1655","","","","e1e193540533662714034fbaf73f5d6e_9303","","","","","",""
"WP_016851951.1","","DEAD/DEAH box helicase family protein","1","1","1","1","8086","","","","3380","3380","3380","","","","e1e193540533662714034fbaf73f5d6e_9305","","","","","",""
"WP_003158589.1","","sigma-54-dependent Fis family transcriptional regulator","1","1","1","1","8085","","","","1481","1481","1481","","","","e1e193540533662714034fbaf73f5d6e_9307","","","","","",""
"WP_003158590.1","","hypothetical protein","1","1","1","1","8084","","","","1127","1127","1127","","","","e1e193540533662714034fbaf73f5d6e_9309","","","","","",""
"WP_016851952.1","","glycosyltransferase family 9 protein","1","1","1","1","8083","","","","1529","1529","1529","","","","e1e193540533662714034fbaf73f5d6e_9311","","","","","",""
"WP_028234105.1","","hypothetical protein","1","1","1","1","8082","","","","800","800","800","","","","e1e193540533662714034fbaf73f5d6e_9313","","","","","",""
"WP_031640407.1","","hypothetical protein","1","1","1","1","8081","","","","1121","1121","1121","","","","e1e193540533662714034fbaf73f5d6e_9315","","","","","",""
"WP_003119453.1","","histidinol-phosphatase","1","1","1","1","8080","","","","866","866","866","","","","e1e193540533662714034fbaf73f5d6e_9317","","","","","",""
"WP_003158594.1","","radical SAM protein","1","1","1","1","8079","","","","1028","1028","1028","","","","e1e193540533662714034fbaf73f5d6e_9319","","","","","",""
