"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"wzm","","O89/O101/O162 family O-antigen export ABC transporter permease subunit","1","1","1","1","2477","","","","779","779","779","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3366","","","","","",""
"WP_000018741.1","","O89/0101/0162 family O-antigen ABC transporter ATP-binding protein Wzt","1","1","1","1","2476","","","","752","752","752","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3368","","","","","",""
"WP_032156560.1","","glycosyltransferase","1","1","1","1","2475","","","","1031","1031","1031","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3370","","","","","",""
"group_477","","hypothetical protein","1","1","1","1","480","","","","107","107","107","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_1155"
"WP_016241353.1","","glycosyltransferase family 4 protein","1","1","1","1","2474","","","","1154","1154","1154","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3372","","","","","",""
"WP_001340547.1","","methyltransferase domain-containing protein","1","1","1","1","2473","","","","1148","1148","1148","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3374","","","","","",""
"WP_032234917.1","","glycosyltransferase","1","1","1","1","2472","","","","2081","2081","2081","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3376","","","","","",""
"group_4773","gndA","NADP-dependent phosphogluconate dehydrogenase","1","1","1","1","2471","","","","1406","1406","1406","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3378","","","","","",""
"WP_032234916.1","","FAD-binding oxidoreductase","1","1","1","1","2470","","","","1115","1115","1115","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3380","","","","","",""
"WP_016241347.1","","hypothetical protein","1","1","1","1","2469","","","","1010","1010","1010","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3382","","","","","",""
"WP_016241346.1","","NAD(P)-dependent oxidoreductase","1","1","1","1","2468","","","","782","782","782","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3384","","","","","",""
"WP_016241345.1","","sugar phosphate isomerase/epimerase","1","1","1","1","2467","","","","812","812","812","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3386","","","","","",""
"WP_000871576.1","","multidrug efflux transporter protein EmrE","1","1","1","1","2466","","","","356","356","356","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3388","","","","","",""
"WP_024173953.1","","glycosyltransferase family 2 protein","1","1","1","1","2465","","","","812","812","812","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3390","","","","","",""
"WP_016241344.1","","hypothetical protein","1","1","1","1","2414","","","","1358","1358","1358","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3392","","","","","",""
"group_4781","ugd","UDP-glucose 6-dehydrogenase","1","1","1","1","2415","","","","1166","1166","1166","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3394","","","","","",""
"group_4782","","IS200/IS605 family transposase","1","1","1","1","2416","","","","83","83","83","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3398","","","","","",""
"WP_001000401.1","","IS66 family transposase","1","1","1","1","4720","","","","1535","1535","1535","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3485","","","","","",""
"group_4786","","inovirus Gp2 family protein","1","1","1","1","4719","","","","86","86","86","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3491","","","","","",""
"group_4787","","inovirus Gp2 family protein","1","1","1","1","4339","","","","86","86","86","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7789","","","","","",""
"WP_156890186.1","","hypothetical protein","1","1","1","1","4874","","","","236","236","236","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3568","","","","","",""
"group_4789","ompC","porin OmpC","1","1","1","1","4875","","","","1187","1187","1187","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3570","","","","","",""
"WP_000079740.1","","FliC/FljB family flagellin","1","1","1","1","4284","","","","1262","1262","1262","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3650","","","","","",""
"WP_071527557.1","","hypothetical protein","1","1","1","1","856","","","","281","281","281","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3685","","","","","",""
"WP_000488111.1","","ogr/Delta-like zinc finger family protein","1","1","1","1","811","","","","260","260","260","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3689","","","","","",""
"WP_157839705.1","","hypothetical protein","1","1","1","1","808","","","","641","641","641","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3697","","","","","",""
"WP_000824288.1","","TIR domain-containing protein","1","1","1","1","868","","","","467","467","467","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3699","","","","","",""
"WP_000039875.1","","DUF262 domain-containing protein","1","1","1","1","872","","","","1838","1838","1838","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3707","","","","","",""
"WP_001255894.1","","PD-(D/E)XK nuclease family protein","1","1","1","1","871","","","","1127","1127","1127","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3709","","","","","",""
"WP_001310914.1","","restriction endonuclease","1","1","1","1","870","","","","1181","1181","1181","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3711","","","","","",""
"group_48","","RHS repeat protein","1","1","1","1","4990","","","","272","272","272","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_6583","","","","",""
"group_4821","mgsA","methylglyoxal synthase","1","1","1","1","6162","","","","128","128","128","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5561","","","","","",""
"group_4822","mgsA","methylglyoxal synthase","1","1","1","1","6163","","","","128","128","128","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5563","","","","","",""
"WP_000978897.1","","phage tail protein","1","1","1","1","2533","","","","479","479","479","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6222"
"group_4828","WP_001251408.1","phage major tail tube protein","1","1","1","1","6235","","","","518","518","518","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_5788","","",""
"group_4829","WP_001251408.1","phage major tail tube protein","1","1","1","1","2530","","","","518","518","518","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6230"
"WP_016237189.1","","recombinase family protein","1","1","1","1","6254","","","","182","182","182","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5703","","","","","",""
"WP_164558518.1","","phage tail protein","1","1","1","1","6243","","","","374","374","374","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5705","","","","","",""
"WP_054622936.1","","tail fiber assembly protein","1","1","1","1","6244","","","","440","440","440","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5707","","","","","",""
"WP_097510967.1","","tail fiber assembly protein","1","1","1","1","6245","","","","602","602","602","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5709","","","","","",""
"WP_113444588.1","","phage tail protein","1","1","1","1","6246","","","","1334","1334","1334","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5711","","","","","",""
"WP_001121458.1","","baseplate assembly protein","1","1","1","1","2305","","","","908","908","908","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6242"
"WP_001121453.1","","baseplate assembly protein","1","1","1","1","2283","","","","908","908","908","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_5804","","",""
"WP_000127166.1","","baseplate assembly protein","1","1","1","1","2306","","","","347","347","347","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6244"
"WP_000127164.1","","baseplate assembly protein","1","1","1","1","2284","","","","347","347","347","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_5806","","",""
"group_4843","WP_001144101.1","glycoside hydrolase family 104 protein","1","1","1","1","2310","","","","497","497","497","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6258"
"group_4846","WP_000123123.1","holin","1","1","1","1","2309","","","","281","281","281","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6260"
"group_4848","WP_000846399.1","tail protein X","1","1","1","1","2327","","","","203","203","203","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6262"
"WP_001085953.1","","GPO family capsid scaffolding protein","1","1","1","1","2329","","","","854","854","854","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6270"
"WP_126497047.1","","phage portal protein","1","1","1","1","2261","","","","1034","1034","1034","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_5842","","",""
"WP_151276237.1","","phage portal protein","1","1","1","1","2326","","","","1034","1034","1034","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6274"
"WP_071791628.1","","DNA cytosine methyltransferase","1","1","1","1","2268","","","","1154","1154","1154","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5747","","","","","",""
"WP_071526056.1","","helix-turn-helix transcriptional regulator","1","1","1","1","2269","","","","269","269","269","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5749","","","","","",""
"WP_000866882.1","","restriction endonuclease, SacI family","1","1","1","1","2270","","","","1055","1055","1055","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_5751","","","","","",""
"WP_000217684.1","","hypothetical protein","1","1","1","1","6266","","","","500","500","500","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_5856","","",""
"group_4867","WP_000217684.1","hypothetical protein","1","1","1","1","6277","","","","500","500","500","","","","","","","","","","65f1bac1425e1f84709282b5f5eed1ce_6298"
"group_4874","WP_001059892.1","GNAT family N-acetyltransferase","1","1","1","1","5354","","","","452","452","452","","","","","","81c24e080905d6ecc25e00770222c603_6951","","","",""
"WP_001533912.1","","fimbrial protein","1","1","1","1","425","","","","962","962","962","de5d112513ebace038d16be8aa9e1273_2868","","","","","","","","",""
"group_49","","RHS repeat protein","1","1","1","1","4991","","","","534","534","534","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_6587","","","","",""
"WP_001280445.1","","hypothetical protein","1","1","1","1","4388","","","","152","152","152","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7755","","","","","",""
"WP_097415029.1","","helix-turn-helix transcriptional regulator","1","1","1","1","4238","","","","464","464","464","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7837","","","","","",""
"WP_000145203.1","","membrane protein","1","1","1","1","4237","","","","494","494","494","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7839","","","","","",""
"WP_000331917.1","","hypothetical protein","1","1","1","1","7510","","","","845","845","845","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7841","","","","","",""
"WP_000190111.1","","recombinase family protein","1","1","1","1","7511","","","","560","560","560","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7843","","","","","",""
"WP_000085626.1","","DUF1643 domain-containing protein","1","1","1","1","7512","","","","329","329","329","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7845","","","","","",""
"WP_001261095.1","","NIPSNAP family protein","1","1","1","1","7513","","","","332","332","332","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7847","","","","","",""
"WP_000083138.1","","site-specific integrase","1","1","1","1","7514","","","","1910","1910","1910","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7849","","","","","",""
"WP_000980222.1","","host cell division inhibitor Icd-like protein","1","1","1","1","1014","","","","590","590","590","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_102","","","","",""
"WP_000020615.1","","hypothetical protein","1","1","1","1","535","","","","1223","1223","1223","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_428","","","","",""
"pcoE","","copper resistance system metallochaperone PcoE","1","1","1","1","1276","","","","434","434","434","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_460","","","","",""
"silE","","silver-binding protein SilE","1","1","1","1","1258","","","","431","431","431","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_496","","","","",""
"WP_111732326.1","","DUF305 domain-containing protein","1","1","1","1","1257","","","","344","344","344","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_498","","","","",""
"WP_001239419.1","","AAA family ATPase","1","1","1","1","1256","","","","1826","1826","1826","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_500","","","","",""
"WP_001097216.1","","helix-turn-helix transcriptional regulator","1","1","1","1","1255","","","","299","299","299","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_502","","","","",""
"WP_000909810.1","","hypothetical protein","1","1","1","1","1254","","","","308","308","308","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_504","","","","",""
"group_4973","","transposase","1","1","1","1","1252","","","","332","332","332","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_509","","","","",""
"WP_073528268.1","","DUF4049 domain-containing protein","1","1","1","1","1278","","","","1625","1625","1625","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_513","","","","",""
"WP_069915179.1","","hypothetical protein","1","1","1","1","295","","","","572","572","572","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1805","","","","",""
"WP_111732372.1","","DUF3800 domain-containing protein","1","1","1","1","294","","","","770","770","770","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1807","","","","",""
"WP_105574347.1","","hypothetical protein","1","1","1","1","293","","","","698","698","698","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1809","","","","",""
"WP_111732374.1","","recombinase family protein","1","1","1","1","292","","","","575","575","575","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1811","","","","",""
"WP_111732376.1","","ATP-dependent DNA helicase RecQ","1","1","1","1","291","","","","1844","1844","1844","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1813","","","","",""
"WP_001145400.1","","hypothetical protein","1","1","1","1","290","","","","437","437","437","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1815","","","","",""
"WP_000167303.1","","hypothetical protein","1","1","1","1","289","","","","209","209","209","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1817","","","","",""
"WP_164556078.1","","hypothetical protein","1","1","1","1","288","","","","176","176","176","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1819","","","","",""
"WP_000175823.1","","hypothetical protein","1","1","1","1","287","","","","563","563","563","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1821","","","","",""
"WP_111732682.1","","hypothetical protein","1","1","1","1","286","","","","233","233","233","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1823","","","","",""
"WP_000047581.1","","hypothetical protein","1","1","1","1","285","","","","239","239","239","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1825","","","","",""
"WP_111732378.1","","hypothetical protein","1","1","1","1","284","","","","680","680","680","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1827","","","","",""
"WP_139127544.1","","hypothetical protein","1","1","1","1","283","","","","473","473","473","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1829","","","","",""
"WP_111732380.1","","capsid protein","1","1","1","1","282","","","","995","995","995","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1831","","","","",""
"WP_111732382.1","","HNH endonuclease","1","1","1","1","281","","","","527","527","527","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1833","","","","",""
"WP_069915187.1","","hypothetical protein","1","1","1","1","2272","","","","425","425","425","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_1835","","","","",""
